,Sample,Replication,n,m,Hop,Neigbour Index,Original,TDA
607,2,3,625,65,3,24,51564.21,5.22
608,2,3,625,65,4,1,56504.29,42.03
609,2,3,625,65,4,2,65809.15,10.12
610,2,3,625,65,4,3,85676.27,7.26
611,2,3,625,65,4,4,98440.89,5.35
612,2,3,625,65,4,5,108082.13,23.0
613,2,3,625,65,4,6,148610.62,18.8
614,2,3,625,65,4,7,154080.64,7.88
615,2,3,625,65,4,8,170254.52,33.08
616,2,3,625,65,4,9,203350.75,20.71
617,2,3,625,65,4,10,49817.63,3.27
618,2,3,625,65,4,11,149255.86,21.67
619,2,3,625,65,4,12,20219.41,15.41
620,2,3,625,65,4,13,102986.69,20.31
621,2,3,625,65,4,14,14578.52,2.7
622,2,3,625,65,4,15,55311.29,19.56
623,2,3,625,65,4,16,30895.06,3.55
624,2,3,625,65,4,17,21414.81,6.62
625,2,3,625,65,4,18,74192.13,5.54
626,2,3,625,65,4,19,17674.2,1.87
627,2,3,625,65,4,20,120204.97,4.28
628,2,3,625,65,4,21,32995.59,4.14
629,2,3,625,65,4,22,187341.26,4.06
630,2,3,625,65,4,23,46531.64,10.67
631,2,3,625,65,4,24,226271.86,8.34
632,2,3,625,65,4,25,201740.44,7.09
633,2,3,625,65,4,26,174377.65,9.29
634,2,3,625,65,4,27,149508.18,3.39
635,2,3,625,65,4,28,138802.54,2.55
636,2,3,625,65,4,29,120341.45,11.97
637,2,3,625,65,4,30,105536.67,41.64
638,2,3,625,65,4,31,87000.06,13.58
639,2,3,625,65,4,32,83858.99,3.48
640,2,4,625,65,1,1,10662.36,5.32
641,2,4,625,65,1,2,19116.98,11.36
642,2,4,625,65,1,3,21678.89,10.33
643,2,4,625,65,1,4,2418.75,5.76
644,2,4,625,65,1,5,2513.98,5.78
645,2,4,625,65,1,6,21968.6,3.87
646,2,4,625,65,1,7,11773.73,18.5
647,2,4,625,65,1,8,11353.13,6.48
648,2,4,625,65,2,1,22184.55,15.06
649,2,4,625,65,2,2,38727.1,7.5
650,2,4,625,65,2,3,49193.79,21.03
651,2,4,625,65,2,4,54482.58,10.84
652,2,4,625,65,2,5,66428.67,14.99
653,2,4,625,65,2,6,9609.92,3.29
654,2,4,625,65,2,7,31683.58,4.08
655,2,4,625,65,2,8,8743.96,7.91
656,2,4,625,65,2,9,8856.67,4.24
657,2,4,625,65,2,10,27680.34,10.74
658,2,4,625,65,2,11,4316.66,6.59
659,2,4,625,65,2,12,58646.54,12.68
660,2,4,625,65,2,13,48338.65,1.81
661,2,4,625,65,2,14,46376.26,2.55
662,2,4,625,65,2,15,28844.72,9.16
663,2,4,625,65,2,16,22283.48,8.98
664,2,4,625,65,3,1,44889.98,2.83
665,2,4,625,65,3,2,54419.49,10.67
666,2,4,625,65,3,3,61441.79,7.73
667,2,4,625,65,3,4,69000.24,7.51
668,2,4,625,65,3,5,84757.59,7.92
669,2,4,625,65,3,6,117447.03,11.13
670,2,4,625,65,3,7,124422.5,7.39
671,2,4,625,65,3,8,19904.63,18.13
672,2,4,625,65,3,9,80894.94,13.73
673,2,4,625,65,3,10,8990.06,9.39
674,2,4,625,65,3,11,42442.9,7.28
675,2,4,625,65,3,12,15556.49,18.02
676,2,4,625,65,3,13,15015.91,2.58
677,2,4,625,65,3,14,42143.73,29.14
678,2,4,625,65,3,15,7766.04,9.78
679,2,4,625,65,3,16,77890.78,42.32
680,2,4,625,65,3,17,16669.97,10.24
681,2,4,625,65,3,18,142470.14,2.81
682,2,4,625,65,3,19,100043.54,3.28
683,2,4,625,65,3,20,96746.78,13.44
684,2,4,625,65,3,21,73096.05,8.05
685,2,4,625,65,3,22,59119.15,5.45
686,2,4,625,65,3,23,54164.44,12.87
687,2,4,625,65,3,24,51579.02,2.82
688,2,4,625,65,4,1,59646.05,10.95
689,2,4,625,65,4,2,67998.19,12.67
690,2,4,625,65,4,3,79165.09,3.42
691,2,4,625,65,4,4,89625.59,5.13
692,2,4,625,65,4,5,99160.7,11.83
693,2,4,625,65,4,6,126886.93,15.55
694,2,4,625,65,4,7,146669.38,18.18
695,2,4,625,65,4,8,177108.34,11.66
696,2,4,625,65,4,9,197608.93,1.97
697,2,4,625,65,4,10,45186.75,36.98
698,2,4,625,65,4,11,150293.95,16.97
699,2,4,625,65,4,12,26511.39,6.33
700,2,4,625,65,4,13,105652.16,11.68
701,2,4,625,65,4,14,20157.44,19.51
702,2,4,625,65,4,15,61185.96,5.85
703,2,4,625,65,4,16,28171.84,4.92
704,2,4,625,65,4,17,24565.77,13.55
705,2,4,625,65,4,18,61946.21,4.32
706,2,4,625,65,4,19,12782.32,7.7
707,2,4,625,65,4,20,100355.1,17.46
708,2,4,625,65,4,21,18795.9,16.04
709,2,4,625,65,4,22,152629.33,4.26
710,2,4,625,65,4,23,42466.89,27.52
711,2,4,625,65,4,24,210629.1,6.69
712,2,4,625,65,4,25,176905.19,19.21
713,2,4,625,65,4,26,164710.18,28.49
714,2,4,625,65,4,27,136766.36,45.22
715,2,4,625,65,4,28,116071.88,6.34
716,2,4,625,65,4,29,102725.86,5.93
717,2,4,625,65,4,30,85728.82,9.35
718,2,4,625,65,4,31,74737.54,8.98
719,2,4,625,65,4,32,76856.05,14.7
720,2,5,625,65,1,1,11025.27,33.4
721,2,5,625,65,1,2,14512.99,33.11
722,2,5,625,65,1,3,20423.61,16.03
723,2,5,625,65,1,4,4064.29,1.62
724,2,5,625,65,1,5,3189.51,5.06
725,2,5,625,65,1,6,24761.19,14.79
726,2,5,625,65,1,7,13337.37,58.69
727,2,5,625,65,1,8,11259.26,11.35
728,2,5,625,65,2,1,24968.61,24.32
729,2,5,625,65,2,2,38708.73,5.5
730,2,5,625,65,2,3,46595.2,31.65
731,2,5,625,65,2,4,54456.03,32.51
732,2,5,625,65,2,5,82089.01,3.65
733,2,5,625,65,2,6,6736.77,6.32
734,2,5,625,65,2,7,29445.85,6.52
735,2,5,625,65,2,8,8253.74,8.41
736,2,5,625,65,2,9,7517.13,12.51
737,2,5,625,65,2,10,33395.57,13.61
738,2,5,625,65,2,11,7812.28,13.92
739,2,5,625,65,2,12,70288.13,38.32
740,2,5,625,65,2,13,51182.34,15.52
741,2,5,625,65,2,14,42923.72,4.72
742,2,5,625,65,2,15,35683.63,42.22
743,2,5,625,65,2,16,34471.96,5.46
744,2,5,625,65,3,1,58823.57,37.95
745,2,5,625,65,3,2,66922.21,6.99
746,2,5,625,65,3,3,71434.55,7.09
747,2,5,625,65,3,4,95541.92,22.67
748,2,5,625,65,3,5,94089.43,4.39
749,2,5,625,65,3,6,115027.66,26.9
750,2,5,625,65,3,7,157082.47,12.5
751,2,5,625,65,3,8,27619.02,10.1
752,2,5,625,65,3,9,83494.95,4.38
753,2,5,625,65,3,10,12496.14,14.86
754,2,5,625,65,3,11,47790.99,10.56
755,2,5,625,65,3,12,17117.62,6.09
756,2,5,625,65,3,13,16064.56,9.58
757,2,5,625,65,3,14,49488.15,7.55
758,2,5,625,65,3,15,10711.96,41.64
759,2,5,625,65,3,16,90795.76,54.58
760,2,5,625,65,3,17,23672.55,11.33
761,2,5,625,65,3,18,138776.05,17.64
762,2,5,625,65,3,19,118105.23,29.76
763,2,5,625,65,3,20,113819.74,119.08
764,2,5,625,65,3,21,88534.01,26.39
765,2,5,625,65,3,22,65448.12,20.27
766,2,5,625,65,3,23,60216.15,12.05
767,2,5,625,65,3,24,51642.4,2.35
768,2,5,625,65,4,1,70296.37,2.37
769,2,5,625,65,4,2,87032.57,35.68
770,2,5,625,65,4,3,85431.4,16.76
771,2,5,625,65,4,4,104814.62,18.76
772,2,5,625,65,4,5,131685.36,11.52
773,2,5,625,65,4,6,130872.02,9.85
774,2,5,625,65,4,7,155914.19,16.33
775,2,5,625,65,4,8,178617.56,4.2
776,2,5,625,65,4,9,207139.3,7.06
777,2,5,625,65,4,10,43732.66,49.58
778,2,5,625,65,4,11,164295.64,7.6
779,2,5,625,65,4,12,25719.37,47.93
780,2,5,625,65,4,13,122093.76,59.19
781,2,5,625,65,4,14,12837.42,9.13
782,2,5,625,65,4,15,65517.53,31.11
783,2,5,625,65,4,16,27880.74,20.55
784,2,5,625,65,4,17,25728.37,1.95
785,2,5,625,65,4,18,65849.95,9.1
786,2,5,625,65,4,19,14093.37,3.53
787,2,5,625,65,4,20,112754.12,3.68
788,2,5,625,65,4,21,26266.58,5.58
789,2,5,625,65,4,22,148349.06,10.37
790,2,5,625,65,4,23,50638.35,37.7
791,2,5,625,65,4,24,208921.06,5.26
792,2,5,625,65,4,25,191614.23,29.98
793,2,5,625,65,4,26,167154.13,19.63
794,2,5,625,65,4,27,145955.45,59.96
795,2,5,625,65,4,28,119449.11,38.72
796,2,5,625,65,4,29,103574.27,30.7
797,2,5,625,65,4,30,102187.33,6.49
798,2,5,625,65,4,31,77047.93,41.91
799,2,5,625,65,4,32,78034.82,11.37
800,3,1,651,99,1,1,11051.97,9.47
801,3,1,651,99,1,2,12597.02,29.53
802,3,1,651,99,1,3,21943.53,10.24
803,3,1,651,99,1,4,2876.61,6.06
804,3,1,651,99,1,5,3252.98,45.29
805,3,1,651,99,1,6,17202.85,7.38
806,3,1,651,99,1,7,15001.04,10.51
807,3,1,651,99,1,8,10123.14,24.4
808,3,1,651,99,2,1,47226.09,24.2
809,3,1,651,99,2,2,48105.56,4.6
810,3,1,651,99,2,3,54505.01,8.99
811,3,1,651,99,2,4,62758.42,2.81
812,3,1,651,99,2,5,74159.31,37.12
813,3,1,651,99,2,6,7545.88,10.85
814,3,1,651,99,2,7,35593.98,70.89
815,3,1,651,99,2,8,5856.02,15.86
816,3,1,651,99,2,9,8287.36,5.98
817,3,1,651,99,2,10,26617.25,13.35
818,3,1,651,99,2,11,7657.96,76.7
819,3,1,651,99,2,12,75384.08,12.41
820,3,1,651,99,2,13,58223.39,8.68
821,3,1,651,99,2,14,49394.23,17.82
822,3,1,651,99,2,15,31143.77,13.26
823,3,1,651,99,2,16,35728.36,15.5
824,3,1,651,99,3,1,66415.09,15.04
825,3,1,651,99,3,2,77258.65,1.93
826,3,1,651,99,3,3,93484.72,13.95
827,3,1,651,99,3,4,102769.03,4.41
828,3,1,651,99,3,5,118860.43,28.6
829,3,1,651,99,3,6,126850.81,10.09
830,3,1,651,99,3,7,167286.01,15.83
831,3,1,651,99,3,8,30013.91,7.99
832,3,1,651,99,3,9,97362.04,7.99
833,3,1,651,99,3,10,14374.19,4.28
834,3,1,651,99,3,11,45469.89,18.51
835,3,1,651,99,3,12,15377.36,19.89
836,3,1,651,99,3,13,13862.69,4.2
837,3,1,651,99,3,14,36897.94,14.73
838,3,1,651,99,3,15,7983.57,9.69
839,3,1,651,99,3,16,84107.16,16.25
840,3,1,651,99,3,17,41963.18,15.09
841,3,1,651,99,3,18,146863.68,15.25
842,3,1,651,99,3,19,133765.84,5.99
843,3,1,651,99,3,20,113437.85,5.27
844,3,1,651,99,3,21,93371.55,27.22
845,3,1,651,99,3,22,83161.72,7.23
846,3,1,651,99,3,23,73316.84,7.31
847,3,1,651,99,3,24,63775.3,4.31
848,3,1,651,99,4,1,91440.8,6.05
849,3,1,651,99,4,2,110929.67,21.72
850,3,1,651,99,4,3,130198.84,24.48
851,3,1,651,99,4,4,146267.9,98.26
852,3,1,651,99,4,5,154514.98,7.73
853,3,1,651,99,4,6,174307.33,5.12
854,3,1,651,99,4,7,182933.07,13.13
855,3,1,651,99,4,8,222151.14,15.22
856,3,1,651,99,4,9,246402.46,50.82
857,3,1,651,99,4,10,65305.87,7.36
858,3,1,651,99,4,11,180850.33,42.72
859,3,1,651,99,4,12,37527.0,18.88
860,3,1,651,99,4,13,115257.44,14.47
861,3,1,651,99,4,14,13007.81,3.49
862,3,1,651,99,4,15,60684.1,14.51
863,3,1,651,99,4,16,20133.86,3.13
864,3,1,651,99,4,17,21816.42,7.35
865,3,1,651,99,4,18,58979.2,9.42
866,3,1,651,99,4,19,11985.45,5.17
867,3,1,651,99,4,20,100744.25,16.49
868,3,1,651,99,4,21,21932.53,14.9
869,3,1,651,99,4,22,180542.98,8.5
870,3,1,651,99,4,23,55476.27,8.86
871,3,1,651,99,4,24,242960.17,16.07
872,3,1,651,99,4,25,226221.36,11.92
873,3,1,651,99,4,26,197187.14,36.92
874,3,1,651,99,4,27,174539.07,9.74
875,3,1,651,99,4,28,148096.86,14.14
876,3,1,651,99,4,29,133180.53,30.31
877,3,1,651,99,4,30,125052.3,19.59
878,3,1,651,99,4,31,118334.75,1.81
879,3,1,651,99,4,32,102746.77,10.07
880,3,2,651,99,1,1,14361.39,11.26
881,3,2,651,99,1,2,17984.44,4.7
882,3,2,651,99,1,3,25433.88,16.11
883,3,2,651,99,1,4,4198.09,4.95
884,3,2,651,99,1,5,4206.81,4.86
885,3,2,651,99,1,6,24093.65,8.76
886,3,2,651,99,1,7,16938.82,34.06
887,3,2,651,99,1,8,16251.15,12.17
888,3,2,651,99,2,1,48207.12,15.01
889,3,2,651,99,2,2,49450.04,22.23
890,3,2,651,99,2,3,55959.77,28.89
891,3,2,651,99,2,4,70833.59,14.43
892,3,2,651,99,2,5,85958.64,16.45
893,3,2,651,99,2,6,10609.35,25.78
894,3,2,651,99,2,7,44260.9,21.77
895,3,2,651,99,2,8,7503.08,37.26
896,3,2,651,99,2,9,6942.65,4.05
897,3,2,651,99,2,10,34740.29,11.68
898,3,2,651,99,2,11,13724.93,3.98
899,3,2,651,99,2,12,89997.57,17.74
900,3,2,651,99,2,13,66800.59,23.55
901,3,2,651,99,2,14,55370.3,6.85
902,3,2,651,99,2,15,41928.07,24.94
903,3,2,651,99,2,16,37012.11,13.58
904,3,2,651,99,3,1,67303.14,4.22
905,3,2,651,99,3,2,83996.78,38.58
906,3,2,651,99,3,3,100250.0,14.92
907,3,2,651,99,3,4,114253.07,21.23
908,3,2,651,99,3,5,118445.55,8.68
909,3,2,651,99,3,6,143173.69,25.73
910,3,2,651,99,3,7,159300.71,18.12
911,3,2,651,99,3,8,29852.25,2.97
912,3,2,651,99,3,9,104591.57,13.09
913,3,2,651,99,3,10,9073.61,6.75
914,3,2,651,99,3,11,44801.04,10.34
915,3,2,651,99,3,12,14748.94,8.41
916,3,2,651,99,3,13,13410.94,3.94
917,3,2,651,99,3,14,44230.21,10.01
918,3,2,651,99,3,15,18360.58,32.04
919,3,2,651,99,3,16,90177.11,5.88
920,3,2,651,99,3,17,30284.27,5.4
921,3,2,651,99,3,18,173323.86,8.67
922,3,2,651,99,3,19,135635.66,27.49
923,3,2,651,99,3,20,120971.45,2.96
924,3,2,651,99,3,21,103525.87,19.31
925,3,2,651,99,3,22,86099.98,8.79
926,3,2,651,99,3,23,81469.94,18.91
927,3,2,651,99,3,24,74319.44,17.58
928,3,2,651,99,4,1,110241.21,10.55
929,3,2,651,99,4,2,117361.16,2.75
930,3,2,651,99,4,3,149386.76,7.06
931,3,2,651,99,4,4,154160.5,30.94
932,3,2,651,99,4,5,156358.37,12.06
933,3,2,651,99,4,6,177142.14,5.04
934,3,2,651,99,4,7,201501.73,42.49
935,3,2,651,99,4,8,236324.67,5.67
936,3,2,651,99,4,9,256130.11,22.71
937,3,2,651,99,4,10,71948.7,14.97
938,3,2,651,99,4,11,181901.76,24.06
939,3,2,651,99,4,12,24345.17,19.56
940,3,2,651,99,4,13,111754.53,27.75
941,3,2,651,99,4,14,13785.82,12.22
942,3,2,651,99,4,15,68959.78,18.07
943,3,2,651,99,4,16,22556.48,4.59
944,3,2,651,99,4,17,22773.59,6.54
945,3,2,651,99,4,18,54287.62,4.27
946,3,2,651,99,4,19,14209.07,17.34
947,3,2,651,99,4,20,126758.85,8.94
948,3,2,651,99,4,21,28051.62,11.3
949,3,2,651,99,4,22,181110.85,33.97
950,3,2,651,99,4,23,65067.93,8.37
951,3,2,651,99,4,24,262984.6,5.22
952,3,2,651,99,4,25,234753.86,44.24
953,3,2,651,99,4,26,219955.14,11.62
954,3,2,651,99,4,27,165565.87,7.22
955,3,2,651,99,4,28,162806.35,9.15
956,3,2,651,99,4,29,143517.63,10.7
957,3,2,651,99,4,30,138396.85,29.33
958,3,2,651,99,4,31,112467.35,5.34
959,3,2,651,99,4,32,100201.12,16.49
960,3,3,651,99,1,1,13696.41,9.67
961,3,3,651,99,1,2,15142.05,11.62
962,3,3,651,99,1,3,21636.49,30.05
963,3,3,651,99,1,4,3754.91,39.62
964,3,3,651,99,1,5,3511.96,38.56
965,3,3,651,99,1,6,23366.77,32.42
966,3,3,651,99,1,7,15144.81,10.64
967,3,3,651,99,1,8,13101.64,56.25
968,3,3,651,99,2,1,37391.48,4.44
969,3,3,651,99,2,2,48678.59,68.69
970,3,3,651,99,2,3,42788.63,5.21
971,3,3,651,99,2,4,58003.35,33.34
972,3,3,651,99,2,5,89157.52,20.97
973,3,3,651,99,2,6,9392.25,2.48
974,3,3,651,99,2,7,35263.26,25.65
975,3,3,651,99,2,8,6312.28,2.49
976,3,3,651,99,2,9,6822.58,11.11
977,3,3,651,99,2,10,32554.88,9.88
978,3,3,651,99,2,11,7539.5,4.53
979,3,3,651,99,2,12,75761.4,7.45
980,3,3,651,99,2,13,62318.22,36.88
981,3,3,651,99,2,14,52690.71,2.55
982,3,3,651,99,2,15,48649.89,39.66
983,3,3,651,99,2,16,36223.1,9.85
984,3,3,651,99,3,1,68935.65,36.0
985,3,3,651,99,3,2,80311.8,126.88
986,3,3,651,99,3,3,91605.1,10.47
987,3,3,651,99,3,4,102415.09,13.75
988,3,3,651,99,3,5,119671.38,18.21
989,3,3,651,99,3,6,135480.15,14.54
990,3,3,651,99,3,7,165591.5,3.83
991,3,3,651,99,3,8,31384.84,28.0
992,3,3,651,99,3,9,95989.81,3.14
993,3,3,651,99,3,10,10868.0,20.03
994,3,3,651,99,3,11,45297.75,56.89
995,3,3,651,99,3,12,14669.38,9.34
996,3,3,651,99,3,13,13135.02,11.71
997,3,3,651,99,3,14,51454.93,12.77
998,3,3,651,99,3,15,8125.2,8.95
999,3,3,651,99,3,16,87137.05,5.26
1000,3,3,651,99,3,17,29296.28,4.65
1001,3,3,651,99,3,18,168762.28,17.14
1002,3,3,651,99,3,19,136755.33,29.35
1003,3,3,651,99,3,20,112116.85,15.11
1004,3,3,651,99,3,21,111183.76,21.1
1005,3,3,651,99,3,22,94645.27,13.69
1006,3,3,651,99,3,23,87493.28,7.62
1007,3,3,651,99,3,24,73590.1,110.35
1008,3,3,651,99,4,1,95371.71,6.03
1009,3,3,651,99,4,2,128921.89,19.37
1010,3,3,651,99,4,3,137053.09,4.6
1011,3,3,651,99,4,4,151588.3,25.68
1012,3,3,651,99,4,5,154935.24,11.31
1013,3,3,651,99,4,6,183696.21,18.81
1014,3,3,651,99,4,7,198379.85,53.23
1015,3,3,651,99,4,8,247259.57,24.78
1016,3,3,651,99,4,9,252329.4,11.16
1017,3,3,651,99,4,10,64277.87,12.11
1018,3,3,651,99,4,11,176489.66,17.28
1019,3,3,651,99,4,12,34054.57,19.73
1020,3,3,651,99,4,13,108641.28,28.52
1021,3,3,651,99,4,14,10958.89,21.52
1022,3,3,651,99,4,15,56495.64,21.56
1023,3,3,651,99,4,16,21955.36,19.43
1024,3,3,651,99,4,17,20599.63,13.81
1025,3,3,651,99,4,18,70153.56,17.98
1026,3,3,651,99,4,19,12085.94,10.44
1027,3,3,651,99,4,20,127319.7,14.21
1028,3,3,651,99,4,21,31655.13,6.75
1029,3,3,651,99,4,22,189757.91,8.98
1030,3,3,651,99,4,23,55960.18,20.57
1031,3,3,651,99,4,24,259480.9,22.39
1032,3,3,651,99,4,25,242565.09,10.25
1033,3,3,651,99,4,26,214363.93,10.46
1034,3,3,651,99,4,27,168480.71,5.75
1035,3,3,651,99,4,28,160278.77,24.06
1036,3,3,651,99,4,29,152829.74,8.69
1037,3,3,651,99,4,30,124993.41,5.01
1038,3,3,651,99,4,31,113349.57,18.37
1039,3,3,651,99,4,32,111719.33,20.91
1040,3,4,651,99,1,1,8604.78,18.67
1041,3,4,651,99,1,2,9813.16,3.83
1042,3,4,651,99,1,3,22332.09,1.57
1043,3,4,651,99,1,4,3287.07,8.08
1044,3,4,651,99,1,5,2273.55,31.81
1045,3,4,651,99,1,6,27040.49,5.46
1046,3,4,651,99,1,7,21179.64,15.94
1047,3,4,651,99,1,8,10731.61,34.93
1048,3,4,651,99,2,1,32872.01,3.08
1049,3,4,651,99,2,2,36303.14,4.73
1050,3,4,651,99,2,3,45310.04,13.53
1051,3,4,651,99,2,4,61501.69,44.5
1052,3,4,651,99,2,5,76743.37,17.33
1053,3,4,651,99,2,6,6334.55,14.16
1054,3,4,651,99,2,7,31589.74,18.39
1055,3,4,651,99,2,8,6473.85,2.39
1056,3,4,651,99,2,9,6855.36,9.68
1057,3,4,651,99,2,10,28422.9,61.93
1058,3,4,651,99,2,11,10419.2,18.17
1059,3,4,651,99,2,12,79798.48,12.38
1060,3,4,651,99,2,13,63064.48,13.12
1061,3,4,651,99,2,14,54885.2,9.77
1062,3,4,651,99,2,15,44360.31,11.39
1063,3,4,651,99,2,16,36193.84,13.76
1064,3,4,651,99,3,1,61709.18,6.77
1065,3,4,651,99,3,2,71370.09,43.56
1066,3,4,651,99,3,3,85121.9,27.52
1067,3,4,651,99,3,4,92545.41,6.06
1068,3,4,651,99,3,5,118497.55,17.45
1069,3,4,651,99,3,6,139207.69,29.67
1070,3,4,651,99,3,7,152150.64,44.46
1071,3,4,651,99,3,8,35821.03,10.04
1072,3,4,651,99,3,9,95909.66,14.83
1073,3,4,651,99,3,10,6977.31,13.75
1074,3,4,651,99,3,11,37953.93,7.97
1075,3,4,651,99,3,12,14494.95,42.69
1076,3,4,651,99,3,13,13784.42,3.95
1077,3,4,651,99,3,14,47607.86,19.03
1078,3,4,651,99,3,15,6801.86,8.5
1079,3,4,651,99,3,16,92361.7,7.24
1080,3,4,651,99,3,17,39366.87,19.12
1081,3,4,651,99,3,18,159786.18,4.33
1082,3,4,651,99,3,19,144933.84,52.33
1083,3,4,651,99,3,20,123777.96,11.48
1084,3,4,651,99,3,21,95774.93,53.26
1085,3,4,651,99,3,22,96286.18,5.52
1086,3,4,651,99,3,23,88917.32,40.94
1087,3,4,651,99,3,24,73293.95,17.26
1088,3,4,651,99,4,1,93735.1,6.31
1089,3,4,651,99,4,2,99986.59,37.35
1090,3,4,651,99,4,3,119926.44,2.1
1091,3,4,651,99,4,4,140408.14,38.41
1092,3,4,651,99,4,5,151552.44,27.14
1093,3,4,651,99,4,6,180701.05,37.45
1094,3,4,651,99,4,7,192612.01,30.35
1095,3,4,651,99,4,8,226835.96,17.02
1096,3,4,651,99,4,9,239633.16,25.33
1097,3,4,651,99,4,10,52080.05,20.53
1098,3,4,651,99,4,11,174754.62,10.21
1099,3,4,651,99,4,12,25719.98,21.23
1100,3,4,651,99,4,13,104606.84,55.43
1101,3,4,651,99,4,14,12343.32,25.43
1102,3,4,651,99,4,15,52759.73,3.63
1103,3,4,651,99,4,16,19949.4,5.5
1104,3,4,651,99,4,17,21008.39,19.94
1105,3,4,651,99,4,18,64040.06,6.73
1106,3,4,651,99,4,19,13972.84,40.41
1107,3,4,651,99,4,20,118395.16,72.85
1108,3,4,651,99,4,21,32376.6,12.3
1109,3,4,651,99,4,22,194816.89,11.41
1110,3,4,651,99,4,23,67633.29,8.97
1111,3,4,651,99,4,24,273295.5,7.76
1112,3,4,651,99,4,25,238588.67,4.92
1113,3,4,651,99,4,26,216651.29,29.07
1114,3,4,651,99,4,27,187694.7,19.57
1115,3,4,651,99,4,28,169551.98,14.86
1116,3,4,651,99,4,29,149705.74,51.26
1117,3,4,651,99,4,30,135272.54,8.21
1118,3,4,651,99,4,31,127533.24,11.56
1119,3,4,651,99,4,32,123879.72,3.74
1120,3,5,651,99,1,1,7144.99,12.16
1121,3,5,651,99,1,2,12518.43,35.19
1122,3,5,651,99,1,3,15545.79,43.9
1123,3,5,651,99,1,4,4349.76,2.85
1124,3,5,651,99,1,5,5618.22,4.58
1125,3,5,651,99,1,6,36097.95,20.17
1126,3,5,651,99,1,7,23252.62,12.48
1127,3,5,651,99,1,8,15918.26,17.78
1128,3,5,651,99,2,1,33700.44,24.38
1129,3,5,651,99,2,2,36390.46,8.18
1130,3,5,651,99,2,3,45353.28,13.01
1131,3,5,651,99,2,4,57830.52,72.26
1132,3,5,651,99,2,5,74067.84,16.32
1133,3,5,651,99,2,6,6529.31,26.05
1134,3,5,651,99,2,7,26849.17,93.93
1135,3,5,651,99,2,8,9406.15,28.55
1136,3,5,651,99,2,9,6533.9,16.21
1137,3,5,651,99,2,10,37884.42,19.14
1138,3,5,651,99,2,11,11270.67,8.64
1139,3,5,651,99,2,12,96351.51,21.72
1140,3,5,651,99,2,13,74612.89,5.64
1141,3,5,651,99,2,14,63730.6,45.66
1142,3,5,651,99,2,15,40755.92,33.43
1143,3,5,651,99,2,16,34899.2,31.21
1144,3,5,651,99,3,1,54109.17,3.19
1145,3,5,651,99,3,2,73169.21,6.88
1146,3,5,651,99,3,3,88101.29,7.92
1147,3,5,651,99,3,4,101147.3,10.35
1148,3,5,651,99,3,5,116235.34,6.49
1149,3,5,651,99,3,6,120987.33,8.08
1150,3,5,651,99,3,7,158397.15,21.37
1151,3,5,651,99,3,8,27172.66,10.85
1152,3,5,651,99,3,9,89893.2,9.3
1153,3,5,651,99,3,10,6531.25,7.21
1154,3,5,651,99,3,11,41960.41,3.58
1155,3,5,651,99,3,12,14690.02,11.04
1156,3,5,651,99,3,13,12232.93,8.98
1157,3,5,651,99,3,14,51477.81,23.45
1158,3,5,651,99,3,15,11937.86,5.96
1159,3,5,651,99,3,16,107916.7,4.54
1160,3,5,651,99,3,17,30219.53,4.14
1161,3,5,651,99,3,18,173456.63,17.66
1162,3,5,651,99,3,19,137481.96,57.62
1163,3,5,651,99,3,20,123139.33,28.9
1164,3,5,651,99,3,21,120229.39,30.84
1165,3,5,651,99,3,22,100212.96,3.07
1166,3,5,651,99,3,23,70028.65,2.93
1167,3,5,651,99,3,24,83878.05,10.96
1168,3,5,651,99,4,1,101564.8,13.03
1169,3,5,651,99,4,2,97746.24,6.99
1170,3,5,651,99,4,3,117364.44,8.46
1171,3,5,651,99,4,4,134787.62,28.22
1172,3,5,651,99,4,5,156103.8,23.38
1173,3,5,651,99,4,6,167931.9,20.38
1174,3,5,651,99,4,7,201463.45,12.14
1175,3,5,651,99,4,8,211110.45,14.91
1176,3,5,651,99,4,9,254390.15,61.47
1177,3,5,651,99,4,10,61340.0,6.5
1178,3,5,651,99,4,11,165180.92,19.17
1179,3,5,651,99,4,12,28411.48,29.68
1180,3,5,651,99,4,13,103068.72,12.03
1181,3,5,651,99,4,14,11814.37,1.6
1182,3,5,651,99,4,15,55377.41,19.28
1183,3,5,651,99,4,16,24325.09,33.73
1184,3,5,651,99,4,17,19647.38,10.65
1185,3,5,651,99,4,18,66404.87,3.23
1186,3,5,651,99,4,19,14756.75,8.33
1187,3,5,651,99,4,20,122339.99,99.8
1188,3,5,651,99,4,21,31316.34,13.27
1189,3,5,651,99,4,22,207754.72,19.93
1190,3,5,651,99,4,23,70334.05,2.29
1191,3,5,651,99,4,24,275664.13,59.39
1192,3,5,651,99,4,25,257211.13,17.59
1193,3,5,651,99,4,26,218837.22,7.15
1194,3,5,651,99,4,27,216846.71,24.09
1195,3,5,651,99,4,28,171463.06,19.35
1196,3,5,651,99,4,29,162131.44,13.76
1197,3,5,651,99,4,30,122568.65,12.48
1198,3,5,651,99,4,31,128224.6,18.78
1199,3,5,651,99,4,32,105223.64,7.0
1200,4,1,736,98,1,1,10385.72,17.16
1201,4,1,736,98,1,2,12257.55,12.14
1202,4,1,736,98,1,3,23636.53,22.55
1203,4,1,736,98,1,4,4517.61,18.09
1204,4,1,736,98,1,5,2941.48,10.39
